OBJECTID,MSOA11CD,BNG_E,BNG_N,Borough,msoa11hclnm,geometry,pub_tra_stops,bus_stops,rail_stops,Middle Super Output Area,BAME_per_2011,land_area_hectares,pop_den_2011,median_house_price_2012,level_4_per_2011,unemployment_rate_2011,median_income_2011/12,deprived_household_per_2010,bad_health_per_2011,no_car_per_2011,one_car_per_2011,car_per_household_2011,Unnamed: 0,MSOA,car_Tobs,bus_Tobs,rail_Tobs,car_ave_t,bus_ave_t,rail_ave_t,total_ave_t,total_Tobs,car_per,bus_per,rail_per,pub_per,pub_tra_stops_den,bus_stops_den,rail_stops_den,one_car_or_more_per_2011
399,E02000414,533157,189773,Haringey,Bruce Grove South,"POLYGON ((533161.9557 190105.8266, 533176.7560000001 190066.286, 533206.999 190075, 533331.003 190012.194, 533304.373 189849.209000001, 533328.9392 189844.012800001, 533343.03 189904.796, 533366.548 189900.154999999, 533378.187 189961.232999999, 533389.3363 189988.511, 533612.2005 189938.248500001, 533617.699 189892.157, 533619 189891, 533648.2406 189872.279200001, 533561.969 189766.548, 533604.8689999999 189724.497, 533597 189639, 533724.037 189572.073999999, 533693.5331999999 189504.047599999, 533620 189502.8916, 533496.456 189563.469000001, 533468.464 189568.921, 533328.999 189596.082, 533303.1459999999 189601.064999999, 533129.5412 189553.933, 533100.1186 189539.6678, 533001.711 189504.733999999, 532879.549 189475.457, 532807.9088 189440.634, 532798.3904 189453.732000001, 532716.8553000001 189613.754899999, 532706.688 189624.922, 532721.0365 189644.637499999, 532750.313 189815.562000001, 532708.438 189814.108999999, 532706.343 189847.113, 532702.375 189914, 532793.188 189920.047, 532807.4620000001 189887.926000001, 532880.314 189896.858999999, 532859.437 189999.609999999, 532890 190008.803300001, 532922.044 190018.155999999, 532988.9972 190038.0288, 533161.9557 190105.8266))",11.0,11.0,0.0,E02000414,53.3,40.9,178.5,250000,0.309039448,10.6,24501,28.7,4.2,53.2,38.6,0.6,414.0,E02000414,490,573,987,4.940631853755099,27.896492204188476,17.54570245957447,17.4259551068,2050,23.90243902439024,27.95121951219512,48.14634146341463,76.09756097560975,0.26894865525672373,0.26894865525672373,0.0,46.8
400,E02000415,532042,189712,Haringey,Downhills Park,"POLYGON ((532603.581 190122.8914, 532504.264 189997.897, 532533.84 189866.106000001, 532542.2929999999 189776.645, 532464.486 189800.638, 532459.954 189731.882999999, 532549.1144 189742.0112, 532539.731 189637.114, 532402.127 189556.696, 532369.737 189491.277000001, 532417.784 189346.396, 532526.764 189319.692, 532556.276 189372.179, 532579.334 189271.708000001, 532517.875 189247.233999999, 532515.0084 189246.352, 532304.6887000001 189195.368799999, 532236.9983 189191.035, 532169 189187.671, 532061.924 189226.666999999, 531964.103 189272.873, 531849.375 189321.578, 531846.6702000001 189323.021500001, 531706.838 189404.737600001, 531636.2439999999 189445.525, 531571.6305 189492.3235, 531478.7725 189654.945699999, 531623.4975000001 189800.116, 531656.427 189832.683, 531662.2120000001 189838.272, 531697.659 189873.276000001, 531817.439 189991.561000001, 531943.775 190108.223999999, 531963.269 190088.731000001, 531849.6324999999 189960.155999999, 531868.9494 189938.128900001, 532006.59 190069.794, 532045 190003.999, 532066.142 189982.113, 532233.404 190072.204, 532212.003 190142.005999999, 532239.9449999999 190130.956, 532251.789 190158.558, 532286.4449999999 190160.607000001, 532284.219 190097.949999999, 532404.627 190100.984999999, 532388.932 190186.989, 532581.977 190237.106000001, 532603.581 190122.8914))",20.0,18.0,2.0,E02000415,41.4,70.4,99.2,279050,0.354884048,8.3,25885,28.3,4.6,57.5,33.7,0.5,415.0,E02000415,398,503,1367,5.156973648969849,28.30819446779324,15.320707106920256,16.417506148478832,2268,17.548500881834208,22.178130511463838,60.273368606701936,82.45149911816578,0.28409090909090906,0.2556818181818182,0.028409090909090908,42.5
401,E02000416,530420,189352,Haringey,Hornsey East,"POLYGON ((530632.8392 189823.067199999, 530738.773 189620.059, 530746.916 189604.537, 530850.6452 189401.0145, 530851.874 189397.4866, 530996.7556 188982.149, 530933.1139999999 188985.209000001, 530857.99 188916.014, 530807 189094, 530701 189055, 530670 189058, 530645.03 188990.346000001, 530623.872 189046.425000001, 530587.1850000001 189057.388, 530490.031 189023.640000001, 530481 188961.929500001, 530435.097 188971.446, 530356.4698 188977.6818, 530320.684 188855.412, 530219.79 188890.901000001, 530147.477 188865.323000001, 530109.999 188868, 530104.0252 188728.991, 530064.5 188719.422, 530055.813 188876.530999999, 529990.26 188892.721000001, 530037.563 188961.733999999, 530132.813 188974.187000001, 530144 189003, 530155.749 189038.094000001, 530025.2335 189036.661, 530015.0344 189160.784, 530070.362 189177.092, 530081.769 189124.148, 530132.196 189091.109999999, 530156.362 189129.736, 530188.674 189111.464, 530215.953 189244.103, 530254.6368 189262.8982, 530263 189266, 530245.383 189348.886, 530216.792 189357.933, 530092.085 189283.911, 530132.4129999999 189494.577, 530099.696 189498.211999999, 530128.659 189576, 529891.705 189543.408, 529888.017 189539.972999999, 529843.169 189642.169, 529932.2555 189680.0055, 529919.802 189711.296, 530018.008 189752.488, 530188.113 189774.664000001, 530333.438 189789.25, 530382.537 189767.172, 530440.625 189697.547, 530536.35 189744.915999999, 530607.553 189781.079, 530551.875 189903.812000001, 530576.6724 189930.6216, 530632.8392 189823.067199999))",9.0,8.0,1.0,E02000416,33.9,62.9,120.8,319000,0.479490113,8.8,29314,29.9,4.6,52.9,40.5,0.5,416.0,E02000416,568,427,1531,5.4014087658802765,24.745454033723668,14.760009977766158,14.343580493816308,2526,22.486144101346,16.90419635787806,60.60965954077593,77.513855898654,0.14308426073131955,0.1271860095389507,0.01589825119236884,47.1
402,E02000417,528866,189073,Haringey,Muswell Hill South,"POLYGON ((529445.875 189735.547, 529390.875 189600.516000001, 529393.4895 189512.1666, 529394.05 189386.308, 529435.2942 189360.6182, 529459.4 189281.902000001, 529496.8845 189270.048, 529509.8149999999 189252.445, 529492.644 189216.755000001, 529427.999 189233, 529435.483 189174.423, 529405.054 189160.0275, 529352.4939999999 189177.57, 529347.4 189227.6742, 529383 189239, 529365.415 189277.937000001, 529309.883 189269.521, 529354.346 189299.768999999, 529247.677 189384.810000001, 529228.384 189345.385, 529186 189352.999, 529214.448 189327.472999999, 529184.9125 189307.444, 529154.249 189338.163000001, 529175.878 189398.784499999, 529115.589 189437.753, 529076 189346, 529104.601 189185.166999999, 529066.7291999999 189192.022, 529042.887 189071.719000001, 529008 189032, 529042.154 189004.102, 529083 189016, 529087.566 188960.878, 529141 188984, 529307.102 188879.243000001, 529395.829 188690.586999999, 529353.438 188604.405999999, 529225.25 188586.672, 529163.407 188544.112, 529104.8145 188455.984999999, 529053.7193999999 188442.421, 528981.375 188407.437000001, 528988.813 188468.703, 528960.313 188453.297, 528864.375 188507.155999999, 528754.927 188502.341, 528547.938 188566.655999999, 528581.813 188595.107999999, 528521.078 188629.557, 528535.688 188703.75, 528488.395 188865.606000001, 528441.438 188955.719000001, 528436.5 189111.016000001, 528399.188 189109.733999999, 528384.696 189177.114, 528265.6085 189176.6305, 528222.688 189307.437000001, 528303.434 189322.07, 528293.9222 189372.3127, 528288.76 189406.955, 528400.063 189429.078, 528395.199 189571.217, 528428.875 189552.983999999, 528457.188 189604.108999999, 528441.802 189657.892999999, 528551.4165000001 189688.713500001, 528696.125 189628.766000001, 528735.8712000001 189677.0646, 528767.1360000001 189661.677999999, 528906.665 189619.609999999, 528944.078 189689.567, 528974.9074 189755.4802, 529160.137 189879.43, 529270.8924 189933.012399999, 529445.875 189735.547))",21.0,21.0,0.0,E02000417,16.8,105.9,61.9,435000,0.636248186,4.7,55576,9.9,2.4,37.8,44.4,0.8,417.0,E02000417,550,549,1305,5.63011766650909,30.26493884189435,17.09064831015326,17.477251325095672,2404,22.878535773710478,22.836938435940098,54.28452579034941,77.12146422628952,0.19830028328611896,0.19830028328611896,0.0,62.2
403,E02000418,529536,189134,Haringey,Hornsey West,"POLYGON ((529843.169 189642.169, 529888.017 189539.972999999, 529891.705 189543.408, 530128.659 189576, 530099.696 189498.211999999, 530132.4129999999 189494.577, 530092.085 189283.911, 530216.792 189357.933, 530245.383 189348.886, 530263 189266, 530254.6368 189262.8982, 530215.953 189244.103, 530188.674 189111.464, 530156.362 189129.736, 530132.196 189091.109999999, 530081.769 189124.148, 530070.362 189177.092, 530015.0344 189160.784, 530025.2335 189036.661, 530155.749 189038.094000001, 530144 189003, 530132.813 188974.187000001, 530037.563 188961.733999999, 529990.26 188892.721000001, 530055.813 188876.530999999, 530064.5 188719.422, 530104.0252 188728.991, 530103.688 188696.703, 529996.125 188670.155999999, 530063.938 188643.843, 530061.813 188555.780999999, 529919.495 188633.838, 529902.3806 188649.9022, 529796.056 188765.826400001, 529749.821 188804.696, 529656.8395 188879.073999999, 529567.688 188804.594000001, 529546.688 188834.655999999, 529506.1924000001 188818.059800001, 529445.75 188783.125, 529395.829 188690.586999999, 529307.102 188879.243000001, 529141 188984, 529087.566 188960.878, 529083 189016, 529042.154 189004.102, 529008 189032, 529042.887 189071.719000001, 529066.7291999999 189192.022, 529104.601 189185.166999999, 529076 189346, 529115.589 189437.753, 529175.878 189398.784499999, 529154.249 189338.163000001, 529184.9125 189307.444, 529214.448 189327.472999999, 529186 189352.999, 529228.384 189345.385, 529247.677 189384.810000001, 529354.346 189299.768999999, 529309.883 189269.521, 529365.415 189277.937000001, 529383 189239, 529347.4 189227.6742, 529352.4939999999 189177.57, 529405.054 189160.0275, 529435.483 189174.423, 529427.999 189233, 529492.644 189216.755000001, 529509.8149999999 189252.445, 529496.8845 189270.048, 529459.4 189281.902000001, 529435.2942 189360.6182, 529539.75 189535.437000001, 529802.196 189662.566, 529919.802 189711.296, 529932.2555 189680.0055, 529843.169 189642.169))",7.0,7.0,0.0,E02000418,15.8,71.3,77.9,480000,0.6152641,4.6,56458,10.1,2.4,28.1,50.9,1.0,418.0,E02000418,560,269,1002,5.979646154053574,26.414007706319712,16.61755063647705,14.803252679967237,1831,30.58438012015292,14.691425450573451,54.72419442927362,69.41561987984709,0.09817671809256662,0.09817671809256662,0.0,71.9
404,E02000419,531404,189011,Haringey,Harringay Ladder North,"POLYGON ((531822.447 189085.24, 531851.4552 188943.670600001, 531806.063 188913.983999999, 531776.893 188772.069, 531758.3652 188772.435699999, 531793.4668000001 188516.718599999, 531814.9889999999 188371.728, 531788.156 188368.102, 531774.9465 188366.377499999, 531763.773 188514.471999999, 531650.9652 188497.134400001, 531642.069 188531.878, 531624.683 188604.965, 531401.2895 188572.820499999, 531366.875 188641.744000001, 531606 188677, 531597.8713999999 188711.4548, 531577.749 188781.918, 531567.209 188818.278999999, 531559.66 188853.896, 531351.746 188824.414000001, 531360.235 188863.166999999, 531321.6777999999 188962.0178, 531282.439 188952.208000001, 531070.3548 188847.5604, 531063.688 188857.344000001, 530996.7556 188982.149, 530851.874 189397.4866, 530850.6452 189401.0145, 531009.2229000001 189471.013900001, 531019.4679 189474.8991, 531105.096 189512.098999999, 531155.7118 189532.452299999, 531442.031 189625.987600001, 531478.7725 189654.945699999, 531571.6305 189492.3235, 531636.2439999999 189445.525, 531706.838 189404.737600001, 531846.6702000001 189323.021500001, 531849.375 189321.578, 531768.7439999999 189253.683, 531778.2389999999 189219.98, 531822.447 189085.24))",14.0,13.0,1.0,E02000419,36.1,64.2,130.1,323500,0.443166933,7.8,28027,28.5,4.4,62.0,31.4,0.5,419.0,E02000419,451,630,1745,5.296970766297119,29.50189375825397,14.686425644206317,16.490778355428176,2826,15.9589525831564,22.29299363057325,61.748053786270354,84.0410474168436,0.21806853582554517,0.20249221183800623,0.01557632398753894,38.0
405,E02000420,533210,189111,Haringey,Tottenham Green West,"POLYGON ((533459.248 189436.267000001, 533462.7709999999 189323.289000001, 533493.292 189364.321, 533538.27 189217.938999999, 533591.363 189240.592499999, 533612.083 189092.641000001, 533636.66 189136.719000001, 533682.7175 189136.875499999, 533747.992 189156.709000001, 533752.199 189059.999, 533710.3604 189009.975199999, 533673 188984, 533652.9925000001 188893.138, 533601.635 188901.578, 533597.097 188958.449999999, 533510.779 188975.878, 533481.566 188954.268999999, 533437.4939999999 189019.002, 533441.1800000001 188987.193, 533385.946 188992.435000001, 533338.465 188949.077, 533359.52 188919.332, 533466.5317000001 188912.024900001, 533456.227 188812.564999999, 533568.728 188864.907, 533586 188841, 533555 188818, 533443.371 188735.713, 533323.986 188651.021, 533277 188617, 533246.4378 188632.5617, 533264.181 188666.407, 533108.113 188756.514, 533131.77 188805.218, 533134.6850000001 188811.592, 533158.563 188863.812000001, 533132.5018 188875.785, 532838.1873 188938.7368, 532809.9252000001 188939.3256, 532817.4582 189072.5504, 532820.501 189123.268999999, 532822.4570000001 189162.228, 532517.875 189247.233999999, 532579.334 189271.708000001, 532807.9088 189440.634, 532879.549 189475.457, 533001.711 189504.733999999, 533100.1186 189539.6678, 533129.5412 189553.933, 533303.1459999999 189601.064999999, 533328.999 189596.082, 533468.464 189568.921, 533496.456 189563.469000001, 533459.248 189436.267000001))",20.0,16.0,4.0,E02000420,49.4,57.7,129.2,238000,0.294266016,11.4,22107,32.2,4.9,63.3,30.9,0.4,420.0,E02000420,416,518,1151,5.15573149975962,25.50334981679537,15.518629858158128,15.931636679011994,2085,19.95203836930455,24.8441247002398,55.203836930455644,80.04796163069544,0.34662045060658575,0.2772963604852686,0.06932409012131716,36.7
406,E02000421,533917,189098,Haringey,Tottenham Green East,"POLYGON ((534230.875 189618.030999999, 534271.563 189505.608999999, 534310.276 189485.447000001, 534495.0704 189465.154200001, 534488.169 189388.363, 534481.0060000001 189132.1865, 534481.438 189055.437000001, 534448.7169999999 188998.511, 534290.563 188817.703, 534160.9080000001 188753.668, 533969.512 188686.257999999, 533912.9815 188667.081, 533857.772 188648.242000001, 533638.1145 188588.1798, 533604.9570000001 188581.42, 533430.1246 188544.187200001, 533443.371 188735.713, 533555 188818, 533586 188841, 533568.728 188864.907, 533456.227 188812.564999999, 533466.5317000001 188912.024900001, 533359.52 188919.332, 533338.465 188949.077, 533385.946 188992.435000001, 533441.1800000001 188987.193, 533437.4939999999 189019.002, 533481.566 188954.268999999, 533510.779 188975.878, 533597.097 188958.449999999, 533601.635 188901.578, 533652.9925000001 188893.138, 533673 188984, 533710.3604 189009.975199999, 533752.199 189059.999, 533747.992 189156.709000001, 533682.7175 189136.875499999, 533636.66 189136.719000001, 533612.083 189092.641000001, 533591.363 189240.592499999, 533538.27 189217.938999999, 533493.292 189364.321, 533462.7709999999 189323.289000001, 533459.248 189436.267000001, 533496.456 189563.469000001, 533620 189502.8916, 533693.5331999999 189504.047599999, 533757.824 189505.064999999, 533768.6605999999 189560.7204, 533846.664 189532.330600001, 534014.8844 189556.318399999, 534077.77 189588.148, 534180.5131 189628.2019, 534230.875 189618.030999999))",23.0,19.0,4.0,E02000421,56.4,78.4,92.0,196250,0.289780764,11.3,20809,39.0,5.7,67.0,28.3,0.4,421.0,E02000421,302,564,1131,4.859694412880792,25.43297201187943,15.950138828187445,16.951142184311465,1997,15.12268402603906,28.24236354531798,56.63495242864296,84.87731597396095,0.2933673469387755,0.2423469387755102,0.0510204081632653,33.0
407,E02000422,532777,188808,Haringey,West Green & St Ann's,"POLYGON ((532838.1873 188938.7368, 533132.5018 188875.785, 533158.563 188863.812000001, 533134.6850000001 188811.592, 533131.77 188805.218, 533108.113 188756.514, 533264.181 188666.407, 533246.4378 188632.5617, 533277 188617, 533323.986 188651.021, 533443.371 188735.713, 533430.1246 188544.187200001, 533420.9914000001 188542.1284, 533079.6457 188479.2305, 532968.947 188463.032, 532788.7 188436.694, 532673.925 188419.225, 532648.7662 188415.3062, 532690.209 188605.559, 532699.8672 188650.950200001, 532574 188674, 532425.3320000001 188699.185000001, 532446.411 188792.077, 532360.28 188918.279999999, 532348.1866 188901.4724, 532317 188693, 532243.001 188680, 532241.6117 188712.368000001, 532213.659 188707.913000001, 532186.613 188856.904999999, 532110.3838 188911.1008, 532148.376 188981.047, 532184.186 189004.901000001, 532220.1899999999 189119.932, 532173.076 189137.891000001, 532169 189187.671, 532236.9983 189191.035, 532304.6887000001 189195.368799999, 532515.0084 189246.352, 532517.875 189247.233999999, 532822.4570000001 189162.228, 532820.501 189123.268999999, 532817.4582 189072.5504, 532809.9252000001 188939.3256, 532838.1873 188938.7368))",12.0,12.0,0.0,E02000422,52.0,54.3,146.7,247500,0.303079681,10.6,23212,36.6,5.4,58.1,35.9,0.5,422.0,E02000422,431,620,1053,5.624269296589327,25.7939862248387,16.393701467825267,16.95765169764734,2104,20.484790874524712,29.467680608365022,50.047528517110266,79.51520912547528,0.22099447513812157,0.22099447513812157,0.0,41.9
408,E02000423,531986,188749,Haringey,Harringay East,"POLYGON ((532186.613 188856.904999999, 532213.659 188707.913000001, 532241.6117 188712.368000001, 532243.001 188680, 532317 188693, 532348.1866 188901.4724, 532360.28 188918.279999999, 532446.411 188792.077, 532425.3320000001 188699.185000001, 532574 188674, 532699.8672 188650.950200001, 532690.209 188605.559, 532648.7662 188415.3062, 532590.4449999999 188406.221999999, 532322.3370000001 188362.784, 532264.7395 188348.4824, 532078.023 188284.353, 531990.7634000001 188243.868000001, 531846.8426 188175.920399999, 531825.971 188297.856000001, 531814.9889999999 188371.728, 531793.4668000001 188516.718599999, 531758.3652 188772.435699999, 531776.893 188772.069, 531806.063 188913.983999999, 531851.4552 188943.670600001, 531822.447 189085.24, 531778.2389999999 189219.98, 531768.7439999999 189253.683, 531849.375 189321.578, 531964.103 189272.873, 532061.924 189226.666999999, 532169 189187.671, 532173.076 189137.891000001, 532220.1899999999 189119.932, 532184.186 189004.901000001, 532148.376 188981.047, 532110.3838 188911.1008, 532186.613 188856.904999999))",11.0,11.0,0.0,E02000423,38.4,55.5,124.6,277500,0.404116638,7.3,27068,26.0,4.5,61.5,31.6,0.5,423.0,E02000423,389,685,1284,5.623585282005139,32.678541620875905,14.329804290109037,18.223852584181508,2358,16.49703138252756,29.05004240882103,54.4529262086514,83.50296861747243,0.1981981981981982,0.1981981981981982,0.0,38.5
